tsg_set,class,definition,clase,definición
1,DOID:0060801,"A syndromic X-linked intellectual disability characterized by severe intellectual deficit, epilepsy, microcephaly, hypogenitalism and obesity with variable occurrence of growth delay and diabetes that has_material_basis_in variation in the chromosome region Xp22.13-p21.1.",DOID:0060801,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por déficit intelectual grave, epilepsia, microcefalia, hipogenitalismo y obesidad con aparición variable de retraso del crecimiento y diabetes que tiene_como_base una variación en la región cromosómica Xp22.13-p21.1."
1,DOID:0060802,"A syndromic X-linked intellectual disability characterized by mild to profound intellectual disability, facial asymmetry, marfanoid habitus, asthenic habitus, unsteady gait, thickened lower lip, nasal dysarthic speech, narrow or cleft palate, osteoporosis, kyphoscoliosis, long great toes, short stature, pectus carinatum, and myopia that has_material_basis_in mutation in the SMS gene on chromosome Xp22.",DOID:0060802,"Discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por discapacidad intelectual de leve a profunda, asimetría facial, hábito marfanoide, hábito asténico, marcha inestable, labio inferior engrosado, habla nasal disártica, paladar estrecho o hendido, osteoporosis, cifoescoliosis, dedos gordos de los pies largos, estatura baja, pectus carinatum y miopía que tiene_como_base una mutación en el gen SMS del cromosoma Xp22."
1,DOID:0060803,"A syndromic X-linked intellectual disability characterized by global developmental delay, delayed motor development, lack of speech development, intellectual disability, alacrima and in some patients achalasia and/or anisocoria that has_material_basis_in variation in the chromosome region Xp21.1-p11.23.",DOID:0060803,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por retraso global del desarrollo, retraso del desarrollo motor, falta de desarrollo del habla, discapacidad intelectual, alacrima y en algunos pacientes acalasia y/o anisocoria que tiene_como_base la variación de la región cromosómica Xp21.1-p11.23."
1,DOID:0060804,"A syndromic X-linked intellectual disability characterized by severe intellectual deficit, mutism, epilepsy, growth retardation or failure and recurrent infections that has_material_basis_in variation in the chromosome region Xp11.",DOID:0060804,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un déficit intelectual grave, mutismo, epilepsia, retraso o fallo del crecimiento e infecciones recurrentes que tiene_como_base la variación de la región cromosómica Xp11."
1,DOID:0060805,"A syndromic X-linked intellectual disability characterized by intellectual disability, facial dysmorphism, patella luxation, clinodactyly, subcortical cerebral atrophy, and abnormal growth of the teeth that has_material_basis_in variation in the chromosome region Xp11-q21.",DOID:0060805,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por discapacidad intelectual, dismorfismo facial, luxación rotuliana, clinodactilia, atrofia cerebral subcortical y crecimiento anormal de los dientes que tiene_como_base la variación de la región cromosómica Xp11-q21."
1,DOID:0060806,A syndromic X-linked intellectual disability characterized by mild to moderate mental retardation and epilepsy that has_material_basis_in mutation in the ATP6AP2 gene on chromosome Xp11.,DOID:0060806,Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un retraso mental de leve a moderado y epilepsia que tiene_como_base una mutación en el gen ATP6AP2 del cromosoma Xp11.
1,DOID:0060807,"A syndromic X-linked intellectual disability characterized by severe intellectual disability, microcephaly with pontine and cerebellar hypoplasia that has_material_basis_in heterozygous mutation or deletion in the CASK gene on chromosome Xp11.",DOID:0060807,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por una discapacidad intelectual grave, microcefalia con hipoplasia pontina y cerebelosa que tiene_como_base una mutación o deleción heterocigótica en el gen CASK del cromosoma Xp11."
1,DOID:0060808,"A syndromic X-linked intellectual disability characterized by intellectual deficit, obesity, hypogonadism, and tapering fingers that has_material_basis_in variation in the chromosome region Xp11.3-q22.",DOID:0060808,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por déficit intelectual, obesidad, hipogonadismo y dedos cónicos que tiene_como_base la variación de la región cromosómica Xp11.3-q22."
1,DOID:0060809,"A syndromic X-linked intellectual disability characterized by severe intellectual deficit associated with variable clinical manifestations including spasticity, cryptorchidism, maxillary hypoplasia, alopecia areata, epilepsy, short stature, impaired speech and behavioral problems that has_material_basis_in mutation in the KDM5C gene on chromosome Xp11.",DOID:0060809,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un déficit intelectual grave asociado a manifestaciones clínicas variables que incluyen espasticidad, criptorquidia, hipoplasia maxilar, alopecia areata, epilepsia, baja estatura, alteraciones del habla y problemas de comportamiento que tiene_como_base una mutación en el gen KDM5C del cromosoma Xp11."
1,DOID:0060810,A syndromic X-linked intellectual disability characterized by mild intellectual deficit associated with choreoathetosis and abnormal behaviour that has_material_basis_in mutation in the HSD17B10 gene on chromosome Xp11.22.,DOID:0060810,Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un déficit intelectual leve asociado a coreoatetosis y comportamiento anormal que tiene_como_base una mutación en el gen HSD17B10 del cromosoma Xp11.22.
1,DOID:0060811,"A syndromic X-linked intellectual disability characterized by moderate to severe intellectual deficit in boys and moderate intellectual deficit in girls, macrocephaly, and holoprosencephaly present in some cases that has_material_basis_in mutation in the HUWE1 gene on chromosome Xp11.22.",DOID:0060811,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un déficit intelectual de moderado a grave en los niños y moderado en las niñas, macrocefalia y holoprosencefalia presente en algunos casos que tiene_como_base una mutación en el gen HUWE1 del cromosoma Xp11.22."
1,DOID:0060812,"A syndromic X-linked intellectual disability characterized by mild to moderate intellectual disability, long face and a broad nasal tip with in some cases cleft lip/palate, preaxial polydactyly and cryptorchidism that has_material_basis_in mutation in the PHF8 gene on chromosome Xp11.22.",DOID:0060812,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por discapacidad intelectual de leve a moderada, cara alargada y punta nasal ancha con, en algunos casos, labio leporino/paladar hendido, polidactilia preaxial y criptorquidia que tiene_como_base una mutación en el gen PHF8 en el cromosoma Xp11.22."
1,DOID:0060813,"A syndromic X-linked intellectual disability characterized by evere mental retardation, microcephaly, speech delay and variable short stature that has_material_basis_in variation in the chromosomal region Xq12-q21.31.",DOID:0060813,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por retraso mental grave, microcefalia, retraso del habla y estatura baja variable que tiene_como_base la variación de la región cromosómica Xq12-q21.31."
1,DOID:0060814,"A syndromic X-linked intellectual disability characterized by intellectual disability, truncal obesity, gynecomastia, hypogonadism, dysmorphic facial features, and short stature that has_material_basis_in hemizygous mutation in the LAS1L gene on chromosome Xq12.",DOID:0060814,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por discapacidad intelectual, obesidad troncular, ginecomastia, hipogonadismo, rasgos faciales dismórficos y baja estatura que tiene_como_base una mutación hemicigótica en el gen LAS1L del cromosoma Xq12."
1,DOID:0060815,"A syndromic X-linked intellectual disability characterized by severe intellectual deficit, microcephaly, exotropia, distal muscle wasting and low digital arches that has_material_basis_in variation in chromosomal region Xq13-q22.",DOID:0060815,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un déficit intelectual grave, microcefalia, exotropía, atrofia muscular distal y arcos digitales bajos que tiene_como_base la variación de la región cromosómica Xq13-q22."
1,DOID:0060816,"A syndromic X-linked intellectual disability characterized by agenesis of the corpus callosum, intellectual disability, ocular coloboma, micrognathia, sensorineural hearing loss, skeletal anomalies, and short stature that has_material_basis_in mutation in the IGBP1 gene on chromosome Xq13.1.",DOID:0060816,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por agenesia del cuerpo calloso, discapacidad intelectual, coloboma ocular, micrognatia, pérdida auditiva neurosensorial, anomalías esqueléticas y baja estatura que tiene_como_base una mutación en el gen IGBP1 del cromosoma Xq13.1."
1,DOID:0060817,"A syndromic X-linked intellectual disability characterized by delayed psychomotor development, intellectual disability, impaired speech, dysmorphic facial features, and mild structural brain abnormalities, including thickening of the corpus callosum that has_material_basis_in mutation in the NONO gene on chromosome Xq13.",DOID:0060817,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por un retraso en el desarrollo psicomotor, discapacidad intelectual, alteraciones del habla, rasgos faciales dismórficos y anomalías cerebrales estructurales leves, incluyendo el engrosamiento del cuerpo calloso que tiene_como_base una mutación en el gen NONO del cromosoma Xq13."
1,DOID:0060818,"A syndromic X-linked intellectual disability characterized by intellectual disability with variable occurrence of short stature, small head circumference, sloping forehead, hearing loss, abnormally shaped ears, and small testes that has_material_basis_in variation in the chromosomal region Xq13.2.",DOID:0060818,"Una discapacidad intelectual sindrómica ligada al cromosoma X caracterizada por discapacidad intelectual con aparición variable de baja estatura, pequeño perímetro cefálico, frente inclinada, pérdida auditiva, orejas de forma anormal y testículos pequeños que tiene_como_base la variación de la región cromosómica Xq13.2."
